timestamp_ms,t_s,z_m,wake_label
1634583118418,98.2,-0.018,0
1634583118618,98.4,-0.013,0
1634583118818,98.6,-0.005,0
1634583119018,98.8,0.004,0
1634583119218,99.0,0.012,0
1634583119418,99.2,0.015,0
1634583119618,99.4,0.012,0
1634583119818,99.6,0.003,0
1634583120018,99.8,-0.006,0
1634583120218,100.0,-0.012,0
1634583120418,100.2,-0.012,0
1634583120618,100.4,-0.006,0
1634583120818,100.6,0.002,0
1634583121018,100.8,0.011,0
1634583121218,101.0,0.021,0
1634583121418,101.2,0.03,0
1634583121618,101.4,0.035,0
1634583121818,101.6,0.036,0
1634583122018,101.8,0.03,0
1634583122218,102.0,0.02,0
1634583122418,102.2,0.008,0
1634583122618,102.4,-0.003,0
1634583122818,102.6,-0.01,0
1634583123018,102.8,-0.012,0
1634583123218,103.0,-0.009,0
1634583123418,103.2,-0.001,0
1634583123618,103.4,0.009,0
1634583123818,103.6,0.021,0
1634583124018,103.8,0.03,0
1634583124218,104.0,0.034,0
1634583124418,104.2,0.029,0
1634583124618,104.4,0.016,0
1634583124818,104.6,-0.0,0
1634583125018,104.8,-0.015,0
1634583125218,105.0,-0.023,0
1634583125418,105.2,-0.024,0
1634583125618,105.4,-0.019,0
1634583125818,105.6,-0.014,0
1634583126018,105.8,-0.012,0
1634583126218,106.0,-0.013,0
1634583126418,106.2,-0.017,0
1634583126618,106.4,-0.022,0
1634583126818,106.6,-0.028,0
1634583127018,106.8,-0.034,0
1634583127218,107.0,-0.038,0
1634583127418,107.2,-0.036,0
1634583127618,107.4,-0.024,0
1634583127818,107.6,-0.006,0
1634583128018,107.8,0.013,0
1634583128218,108.0,0.026,0
1634583128418,108.2,0.029,0
1634583128618,108.4,0.024,0
1634583128818,108.6,0.014,0
1634583129018,108.8,0.003,0
1634583129218,109.0,-0.009,0
1634583129418,109.2,-0.019,0
1634583129618,109.4,-0.026,0
1634583129818,109.6,-0.029,0
1634583130018,109.8,-0.027,0
1634583130218,110.0,-0.021,0
1634583130418,110.2,-0.016,0
1634583130618,110.4,-0.012,0
1634583130818,110.6,-0.01,0
1634583131018,110.8,-0.007,0
1634583131218,111.0,-0.001,0
1634583131418,111.2,0.006,0
1634583131618,111.4,0.011,0
1634583131818,111.6,0.013,0
1634583132018,111.8,0.011,0
1634583132218,112.0,0.005,0
1634583132418,112.2,-0.002,0
1634583132618,112.4,-0.006,0
1634583132818,112.6,-0.006,0
1634583133018,112.8,0.0,0
1634583133218,113.0,0.011,0
1634583133418,113.2,0.024,0
1634583133618,113.4,0.034,0
1634583133818,113.6,0.039,0
1634583134018,113.8,0.035,0
1634583134218,114.0,0.024,0
1634583134418,114.2,0.011,0
1634583134618,114.4,0.001,0
1634583134818,114.6,-0.002,0
1634583135018,114.8,-0.0,0
1634583135218,115.0,0.005,0
